"sync_date","HostID","UU","Played","TimeSpent","Type","interface","user_agent"
"2020-10-14","04",3,8,679,"zip","AN","Mozilla/5.0 (Linux; Android 5.1.1; SM-T285"
"2020-10-14","114",1,4,270,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X"
"2020-10-14","142",2,12,1378,"zip","AN","Mozilla/5.0 (Linux; U; Android 10; en-gb; RMX1925 Build/QKQ1.200209.002"
"2020-10-14","31",2,2,175,"zip","AN","Mozilla/5.0 (Windows NT 10.0; Win64; x64"
"2020-10-14","35",2,8,1705,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-14","181",3,9,732,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-14","117",3,8,2590,"zip","AN","Mozilla/5.0 (Linux; Android 10; RMX2161"
"2020-10-14","176",3,3,203,"zip","AN","Mozilla/5.0 (Linux; U; Android 9; en-US; Redmi Note 8 Pro Build/PPR1.180610.011"
"2020-10-14","127",1,23,1597,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-14","39",3,6,392,"zip","AN","Mozilla/5.0 (Linux; Android 9; vivo 1904 Build/PPR1.180610.011; wv"
"2020-10-14","216",2,3,114,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-G980F"
"2020-10-14","32",1,7,527,"zip","AN","Mozilla/5.0 (iPad; CPU OS 14_2 like Mac OS X"
"2020-10-14","154",1,1,53,"zip","AN","Mozilla/5.0 (Linux; Android 7.1.1; CPH1723"
"2020-10-14","213",1,1,500,"zip","AN","Mozilla/5.0 (Linux; Android 10; CPH1819"
"2020-10-14","212",3,10,1127,"zip","AN","Mozilla/5.0 (Windows NT 10.0; Win64; x64"
"2020-10-14","29",8,19,5750,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X"
"2020-10-14","23",9,19,2080,"zip","AN","Mozilla/5.0 (Linux; Android 9; vivo 1804"
"2020-10-14","167",1,1,91,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi 6"
"2020-10-14","207",1,1,51,"zip","AN","Mozilla/5.0 (Linux; Android 10; CPH1919"
"2020-10-14","188",1,1,65,"zip","AN","Mozilla/5.0 (Linux; Android 10; Redmi Note 7 Pro"
"2020-10-14","38",1,3,147,"zip","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6010"
"2020-10-14","182",2,13,969,"zip","AN","Mozilla/5.0 (Linux; Android 10; Mi A2"
"2020-10-14","02",1,1,55,"zip","AN","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1724"
"2020-10-15","152",2,5,555,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X"
"2020-10-15","149",2,4,729,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi 8"
"2020-10-15","36",2,6,752,"zip","AN","Mozilla/5.0 (Linux; U; Android 10; en-us; CPH1969 Build/QP1A.190711.020"
"2020-10-15","142",6,22,2731,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-15","35",2,3,169,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X"
"2020-10-15","162",3,16,1580,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-G980F"
"2020-10-15","144",2,5,2921,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_5 like Mac OS X"
"2020-10-15","201",3,12,3394,"zip","AN","Mozilla/5.0 (Linux; Android 9; vivo 1951"
"2020-10-15","128",3,14,1873,"zip","AN","Mozilla/5.0 (Linux; Android 10; HD1901"
"2020-10-15","34",1,2,567,"zip","AN","Mozilla/5.0 (Linux; Android 8.0.0; SM-G935F"
"2020-10-15","203",2,24,3954,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X"
"2020-10-15","130",1,2,42,"zip","AN","Mozilla/5.0 (Linux; Android 9; ASUS_X00TD"
"2020-10-15","17",2,7,1460,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 8"
"2020-10-15","27",4,6,646,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi 8"
"2020-10-15","131",3,8,504,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X"
"2020-10-15","146",5,15,2184,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-A805F"
"2020-10-15","216",3,9,633,"zip","AN","Mozilla/5.0 (Linux; Android 10; CPH2119"
"2020-10-15","220",3,12,1040,"zip","AN","Mozilla/5.0 (Linux; Android 8.1.0; Redmi Y2"
"2020-10-15","154",3,11,1201,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X"
"2020-10-15","105",1,2,169,"zip","AN","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6"
"2020-10-15","147",2,13,837,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X"
"2020-10-15","174",1,1,134,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 7 Pro"
"2020-10-15","115",2,17,2474,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 5 Pro"
"2020-10-15","212",1,3,348,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi Y2"
"2020-10-15","210",2,8,179,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-15","207",1,2,794,"zip","AN","Mozilla/5.0 (Linux; Android 10; RMX2001"
"2020-10-15","188",3,8,685,"zip","AN","Mozilla/5.0 (Linux; Android 10; HD1901"
"2020-10-15","168",3,29,2531,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X"
"2020-10-15","129",1,3,309,"zip","AN","Mozilla/5.0 (Linux; Android 9; vivo 1916 Build/PKQ1.190626.001; wv"
"2020-10-15","171",1,2,706,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X"
"2020-10-15","177",6,17,1994,"zip","AN","Mozilla/5.0 (Linux; Android 8.1.0; SM-G610F"
"2020-10-15","18",7,17,1487,"zip","AN","Mozilla/5.0 (Linux; Android 10; RMX2040"
"2020-10-15","38",11,24,3115,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X"
"2020-10-15","103",2,3,300,"zip","AN","Mozilla/5.0 (Linux; Android 9; BND-AL10"
"2020-10-15","157",1,3,710,"zip","AN","Mozilla/5.0 (Linux; Android 10; Redmi Note 7 Pro"
"2020-10-15","172",3,12,1228,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X"
"2020-10-15","182",2,7,2727,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi 6 Pro"
"2020-10-15","120",1,1,156,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi 6 Pro"
"2020-10-15","202",12,35,3299,"zip","AN","Mozilla/5.0 (Linux; Android 10; motorola one action"
"2020-10-15","106",2,10,817,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-15","26",1,2,143,"zip","AN","Mozilla/5.0 (Linux; Android 10; Infinix X660"
"2020-10-15","118",2,9,262,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X"
"2020-10-15","150",4,7,738,"zip","AN","Mozilla/5.0 (Linux; U; Android 9; en-gb; Redmi Y2 Build/PKQ1.181203.001"
"2020-10-15","145",4,22,3679,"zip","AN","Mozilla/5.0 (Linux; Android 10; AC2001"
"2020-10-15","98",2,7,550,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-A515F"
"2020-10-15","164",1,2,236,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 5 Pro"
"2020-10-15","151",1,3,172,"zip","AN","Mozilla/5.0 (Linux; Android 9; SM-N950F"
"2020-10-15","48",2,6,262,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X"
"2020-10-15","04",1,8,712,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_4 like Mac OS X"
"2020-10-15","114",2,5,381,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 7 Pro"
"2020-10-15","169",1,3,170,"zip","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000"
"2020-10-16","31",1,1,28,"zip","AN","Mozilla/5.0 (Linux; Android 10; vivo 1917"
"2020-10-16","130",2,3,313,"zip","AN","Mozilla/5.0 (Linux; Android 9; SM-G950F"
"2020-10-16","181",2,4,479,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-A205F"
"2020-10-16","27",2,4,655,"zip","AN","Mozilla/5.0 (Linux; Android 9; ASUS_X00TD"
"2020-10-16","117",1,1,1803,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X"
"2020-10-16","173",6,33,4508,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X"
"2020-10-16","03",2,9,653,"zip","AN","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6"
"2020-10-16","143",2,6,1283,"zip","AN","Mozilla/5.0 (Linux; U; Android 10; en-us; CPH1969 Build/QP1A.190711.020"
"2020-10-16","127",1,3,421,"zip","AN","Mozilla/5.0 (Linux; Android 10; Redmi K20 Pro"
"2020-10-16","146",4,10,1007,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X"
"2020-10-16","220",1,1,819,"zip","AN","Mozilla/5.0 (Linux; Android 10; IN2021"
"2020-10-16","115",3,10,1382,"zip","AN","Mozilla/5.0 (Linux; Android 10; CPH1881"
"2020-10-16","212",1,1,55,"zip","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A5000"
"2020-10-16","213",5,18,1476,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 5 Pro"
"2020-10-16","207",11,28,3291,"zip","AN","Mozilla/5.0 (Linux; Android 10; AC2001"
"2020-10-16","168",3,6,905,"zip","AN","Mozilla/5.0 (Linux; Android 9; vivo 1902 Build/PPR1.180610.011; wv"
"2020-10-16","18",7,18,3525,"zip","AN","Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G960F"
"2020-10-16","23",2,4,452,"zip","AN","Mozilla/5.0 (Linux; Android 9; vivo 1901 Build/PPR1.180610.011; wv"
"2020-10-16","43",1,2,349,"zip","AN","Mozilla/5.0 (Linux; Android 10; HD1901"
"2020-10-16","119",1,1,78,"zip","AN","Mozilla/5.0 (Linux; Android 10; HD1901"
"2020-10-16","179",1,2,449,"zip","AN","Mozilla/5.0 (Linux; Android 9; moto e"
"2020-10-16","16",2,5,558,"zip","AN","Mozilla/5.0 (Linux; Android 7.0; Redmi Note 4"
"2020-10-16","172",2,3,244,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-A715F"
"2020-10-16","120",1,1,133,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-M215F"
"2020-10-16","156",3,8,1329,"zip","AN","Mozilla/5.0 (Linux; Android 7.0; Redmi Note 4"
"2020-10-16","126",3,8,755,"zip","AN","Mozilla/5.0 (Linux; Android 10; vivo 1819; wv"
"2020-10-16","202",1,2,230,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-M305F"
"2020-10-16","01",2,7,1154,"zip","AN","Mozilla/5.0 (Linux; Android 10; HD1901"
"2020-10-16","21",4,15,4447,"zip","AN","Mozilla/5.0 (Linux; Android 7.0; Redmi Note 4"
"2020-10-16","145",2,14,3838,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X"
"2020-10-16","89",1,2,178,"zip","AN","Mozilla/5.0 (Linux; Android 10; GM1901"
"2020-10-16","04",4,13,2934,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X"
"2020-10-16","149",3,6,425,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-N770F"
"2020-10-16","155",1,6,607,"zip","AN","Mozilla/5.0 (Linux; Android 8.1.0; YU5014 Build/O11019"
"2020-10-16","128",2,8,1709,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 5 Pro"
"2020-10-17","166",2,6,820,"zip","AN","Mozilla/5.0 (Linux; Android 10; AC2001"
"2020-10-17","115",2,11,1659,"zip","AN","Mozilla/5.0 (Linux; Android 10; HD1901"
"2020-10-17","176",3,15,3164,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X"
"2020-10-17","69",1,2,107,"zip","AN","Mozilla/5.0 (Linux; Android 10; CPH1945 Build/QP1A.190711.020; wv"
"2020-10-17","211",1,1,22,"zip","AN","Mozilla/5.0 (Linux; Android 10; Nokia 2.2"
"2020-10-17","216",2,3,284,"zip","AN","Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-A920F"
"2020-10-17","105",1,3,140,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-17","168",1,3,354,"zip","AN","Mozilla/5.0 (Linux; Android 9; LLD-AL10"
"2020-10-17","147",2,10,1067,"zip","AN","Mozilla/5.0 (Linux; Android 10; CPH1919"
"2020-10-17","65",4,17,1003,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X"
"2020-10-17","174",5,9,581,"zip","AN","Mozilla/5.0 (Linux; Android 8.1.0; CPH1803"
"2020-10-17","23",5,15,1303,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X"
"2020-10-17","161",1,3,513,"zip","AN","Mozilla/5.0 (Linux; Android 9; CPH1859"
"2020-10-17","179",1,1,31,"zip","AN","Mozilla/5.0 (Linux; Android 10; Mi A2"
"2020-10-17","24",7,21,5541,"zip","AN","Mozilla/5.0 (Linux; Android 10; GM1911"
"2020-10-17","172",2,7,316,"zip","AN","Mozilla/5.0 (Linux; Android 10; POCO X2"
"2020-10-17","188",2,8,1508,"zip","AN","Mozilla/5.0 (Linux; Android 9; SM-G955F"
"2020-10-17","129",1,21,5227,"zip","AN","Mozilla/5.0 (Linux; U; Android 10; en-gb; CPH1945 Build/QP1A.190711.020"
"2020-10-17","177",2,7,652,"zip","AN","Mozilla/5.0 (Linux; Android 10; CPH1945"
"2020-10-17","22",1,1,76,"zip","AN","Mozilla/5.0 (Linux; U; Android 9; en-in; Redmi Note 7 Pro Build/PKQ1.181203.001"
"2020-10-17","38",4,5,163,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi 7A"
"2020-10-17","06",2,4,973,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-T865"
"2020-10-17","01",3,9,809,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 5 Pro"
"2020-10-17","145",1,1,124,"zip","AN","Mozilla/5.0 (Linux; Android 9; SM-A805F"
"2020-10-17","75",1,2,101,"zip","AN","Mozilla/5.0 (Linux; Android 9; vivo 1727"
"2020-10-17","26",1,5,171,"zip","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000"
"2020-10-17","149",2,2,121,"zip","AN","Mozilla/5.0 (Linux; Android 9; ONEPLUS A3003"
"2020-10-17","97",2,7,873,"zip","AN","Mozilla/5.0 (Linux; Android 9; SM-A105F"
"2020-10-17","12",3,12,1796,"zip","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6010"
"2020-10-17","02",1,11,1286,"zip","AN","Mozilla/5.0 (Linux; Android 9; SM-A307FN"
"2020-10-17","155",1,6,329,"zip","AN","Mozilla/5.0 (Linux; Android 10; RMX2040"
"2020-10-17","114",3,5,859,"zip","AN","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1811"
"2020-10-17","152",2,5,377,"zip","AN","Mozilla/5.0 (Linux; Android 8.1.0; SM-G615F"
"2020-10-17","94",1,4,309,"zip","AN","Mozilla/5.0 (Linux; Android 10; vivo 1804"
"2020-10-17","36",2,11,625,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 7 Pro"
"2020-10-17","31",5,10,1491,"zip","AN","Mozilla/5.0 (Linux; Android 9; moto g"
"2020-10-17","159",4,9,984,"zip","AN","Mozilla/5.0 (Linux; Android 10; Redmi Note 7 Pro"
"2020-10-17","162",4,4,726,"zip","AN","Mozilla/5.0 (Linux; Android 9; SM-M307F"
"2020-10-17","110",3,6,477,"zip","AN","Mozilla/5.0 (Linux; Android 9; CPH2015"
"2020-10-17","27",2,3,298,"zip","AN","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4"
"2020-10-17","183",4,7,551,"zip","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A5010"
"2020-10-18","69",1,1,133,"zip","AN","Mozilla/5.0 (Linux; Android 10; RMX1931"
"2020-10-18","163",2,16,1640,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-18","127",2,8,637,"zip","AN","Mozilla/5.0 (Linux; Android 10; GM1901"
"2020-10-18","216",1,1,145,"zip","AN","Mozilla/5.0 (Linux; Android 10; Redmi Note 7 Pro"
"2020-10-18","105",5,11,713,"zip","AN","Mozilla/5.0 (Android 9; Mobile; rv:81.0"
"2020-10-18","113",1,12,834,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-18","17",4,22,2348,"zip","AN","Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G930F"
"2020-10-18","174",3,9,6431,"zip","AN","Mozilla/5.0 (Linux; U; Android 10; en-in; Redmi 9A Build/QP1A.190711.020"
"2020-10-18","131",2,3,279,"zip","AN","Mozilla/5.0 (Linux; Android 9; CPH1938"
"2020-10-18","178",1,2,205,"zip","AN","Mozilla/5.0 (Linux; Android 9; vivo 1901"
"2020-10-18","161",4,8,510,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-A715F"
"2020-10-18","154",4,11,2503,"zip","AN","Mozilla/5.0 (Linux; Android 9; TA-1021"
"2020-10-18","207",9,40,6761,"zip","AN","Mozilla/5.0 (Linux; Android 10; POCO F1"
"2020-10-18","188",4,26,2891,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X"
"2020-10-18","129",2,4,591,"zip","AN","Mozilla/5.0 (Linux; Android 10; RMX2151"
"2020-10-18","102",8,23,3174,"zip","AN","Mozilla/5.0 (Linux; Android 8.1.0; Redmi Y2"
"2020-10-18","39",2,6,289,"zip","AN","Mozilla/5.0 (Linux; Android 10; vivo 1920"
"2020-10-18","18",1,1,42,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-A707F"
"2020-10-18","38",1,3,247,"zip","AN","Mozilla/5.0 (Windows NT 10.0; Win64; x64"
"2020-10-18","85",9,24,3595,"zip","AN","Mozilla/5.0 (Linux; Android 7.1.2; Redmi Y1"
"2020-10-18","120",4,15,2347,"zip","AN","Mozilla/5.0 (Linux; Android 8.1.0; Redmi 5A"
"2020-10-18","171",1,1,28,"zip","AN","Mozilla/5.0 (Linux; Android 10; HD1913"
"2020-10-18","126",1,1,30,"zip","AN","Mozilla/5.0 (Linux; U; Android 6.0.1; en-US; CPH1701 Build/MMB29M"
"2020-10-18","202",2,7,463,"zip","AN","Mozilla/5.0 (Linux; Android 10; RMX1901"
"2020-10-18","209",5,19,3265,"zip","AN","Mozilla/5.0 (Linux; Android 10; Nokia 6.1 Plus"
"2020-10-18","167",2,4,172,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-18","157",1,3,461,"zip","AN","Mozilla/5.0 (Linux; Android 10; AC2001"
"2020-10-18","182",4,7,2204,"zip","AN","Mozilla/5.0 (Linux; Android 7.1.1; SM-G550FY"
"2020-10-18","97",2,8,476,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-18","106",1,3,590,"zip","AN","Mozilla/5.0 (Linux; Android 8.0.0; SM-J810G"
"2020-10-18","114",1,4,429,"zip","AN","Mozilla/5.0 (Linux; Android 10; IN2021"
"2020-10-18","152",1,12,1757,"zip","AN","Mozilla/5.0 (Linux; Android 9; ASUS_X00TD"
"2020-10-18","118",3,14,2067,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X"
"2020-10-18","36",1,5,938,"zip","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000"
"2020-10-18","98",4,11,646,"zip","AN","Mozilla/5.0 (Linux; Android 10; RMX1911"
"2020-10-18","215",2,2,320,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X"
"2020-10-18","31",3,5,292,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-18","164",3,14,1398,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-G988B"
"2020-10-18","44",6,22,3687,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X"
"2020-10-18","07",5,33,4172,"zip","AN","Mozilla/5.0 (Linux; Android 10; RMX1971"
"2020-10-18","159",2,3,305,"zip","AN","Mozilla/5.0 (Linux; Android 10; POCO X2"
"2020-10-18","162",2,11,1019,"zip","AN","Mozilla/5.0 (Linux; Android 7.1.1; CPH1729"
"2020-10-18","110",3,4,696,"zip","AN","Mozilla/5.0 (Linux; Android 9; SM-J701F"
"2020-10-18","128",1,1,64,"zip","AN","Mozilla/5.0 (Linux; Android 10; Redmi Note 7 Pro"
"2020-10-18","142",1,7,1552,"zip","AN","Mozilla/5.0 (Linux; Android 10; RMX1901"
"2020-10-18","87",7,18,2035,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X"
"2020-10-18","35",7,12,1256,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-M205F"
"2020-10-18","130",2,5,526,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-A305F"
"2020-10-18","33",2,3,90,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X"
"2020-10-18","186",4,32,2597,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1_2 like Mac OS X"
"2020-10-18","115",3,15,2108,"zip","AN","Mozilla/5.0 (Linux; Android 8.1.0; SM-A260G"
"2020-10-18","117",7,33,4832,"zip","AN","Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-A707F"
"2020-10-18","173",1,1,41,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 5 Pro"
"2020-10-19","34",1,7,797,"zip","AN","Mozilla/5.0 (Linux; Android 9; SM-J701F"
"2020-10-19","03",3,4,205,"zip","AN","Mozilla/5.0 (Linux; Android 7.1.1; SM-J250F"
"2020-10-19","211",1,3,82,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-19","220",8,23,3171,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 6 Pro"
"2020-10-19","168",2,3,446,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-A505F"
"2020-10-19","129",1,3,600,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X"
"2020-10-19","65",2,11,1485,"zip","AN","Mozilla/5.0 (Linux; Android 9; Lenovo TB-X505X"
"2020-10-19","39",1,4,811,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_8 like Mac OS X"
"2020-10-19","38",4,12,888,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-19","30",1,2,471,"zip","AN","Mozilla/5.0 (Linux; Android 9; vivo 1818"
"2020-10-19","23",2,2,209,"zip","AN","Mozilla/5.0 (Linux; Android 8.1.0; Redmi 6A"
"2020-10-19","177",1,4,457,"zip","AN","Mozilla/5.0 (Linux; Android 10; Redmi K20"
"2020-10-19","43",1,2,27,"zip","AN","Mozilla/5.0 (Linux; Android 7.0; vivo 1713 Build/NRD90M; wv"
"2020-10-19","06",2,6,679,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-A515F"
"2020-10-19","01",1,5,458,"zip","AN","Mozilla/5.0 (Linux; Android 10; Infinix X655D"
"2020-10-19","125",2,3,184,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X"
"2020-10-19","175",1,2,239,"zip","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6010"
"2020-10-19","156",3,7,1491,"zip","AN","Mozilla/5.0 (Windows NT 6.1; Win64; x64"
"2020-10-19","29",6,17,2621,"zip","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 6 Pro"
"2020-10-19","26",5,19,1798,"zip","AN","Mozilla/5.0 (Linux; Android 10; POCO F1"
"2020-10-19","114",7,25,3523,"zip","AN","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1716"
"2020-10-19","149",4,19,2758,"zip","AN","Mozilla/5.0 (Linux; Android 9; CPH1859"
"2020-10-19","118",1,1,7,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-M315F"
"2020-10-19","07",1,3,432,"zip","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A5000"
"2020-10-19","162",10,24,6527,"zip","AN","Mozilla/5.0 (Linux; Android 10; AC2001"
"2020-10-19","12",1,1,82,"zip","AN","Mozilla/5.0 (Linux; Android 10; GM1901"
"2020-10-19","110",2,5,293,"zip","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A5010"
"2020-10-19","04",1,5,137,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-19","94",7,28,2298,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-M315F"
"2020-10-19","153",4,7,1999,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X"
"2020-10-19","27",1,1,93,"zip","AN","Mozilla/5.0 (Linux; Android 10; Redmi Note 7 Pro"
"2020-10-19","115",2,9,1812,"zip","AN","Mozilla/5.0 (Linux; Android 9; RMX1971"
"2020-10-19","117",1,1,27,"zip","AN","Mozilla/5.0 (Linux; Android 10; CPH1937"
"2020-10-19","183",5,20,4786,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X"
"2020-10-19","69",2,9,2270,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-M305F"
"2020-10-19","216",9,34,2611,"zip","AN","Mozilla/5.0 (iPad; CPU OS 12_4_8 like Mac OS X"
"2020-10-19","166",1,1,10,"zip","AN","Mozilla/5.0 (Linux; Android 10; vivo 2006"
"2020-10-19","174",1,1,94,"zip","AN","Mozilla/5.0 (Linux; Android 10; GM1901"
"2020-10-19","05",1,3,334,"zip","AN","Mozilla/5.0 (Linux; Android 10; Redmi Note 8 Pro"
"2020-10-19","176",8,26,2778,"zip","AN","Mozilla/5.0 (Linux; Android 9; SM-A730F"
"2020-10-20","37",6,16,3460,"zip","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-20","143",3,4,1299,"zip","AN","Mozilla/5.0 (Linux; Android 10; IN2021"
"2020-10-20","146",4,10,613,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-A515F"
"2020-10-20","116",4,9,1138,"zip","AN","Mozilla/5.0 (Linux; Android 10; SM-M315F"
"2020-10-20","203",1,2,106,"zip","AN","Mozilla/5.0 (Linux; Android 8.0.0; moto g"
