"sync_date","HostID","UU","Played","TimeSpent","Type","interface","user_agent"
"2020-10-01","149",7,23,12040,"video","AN","Mozilla/5.0 (Linux; Android 8.0.0; SM-J600G"
"2020-10-01","204",13,64,34954,"video","AN","Mozilla/5.0 (Linux; Android 9; vivo 1902"
"2020-10-01","163",3,5,17,"video","AN","Mozilla/5.0 (Linux; U; Android 10; en-us; CPH1945 Build/QP1A.190711.020"
"2020-10-01","172",9,28,45981,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X"
"2020-10-01","151",15,56,33553,"video","AN","Mozilla/5.0 (Linux; Android 9; Redmi 7"
"2020-10-01","21",10,23,11826,"video","AN","Mozilla/5.0 (Linux; Android 9; SM-G955F"
"2020-10-01","180",8,38,4260,"video","AN","Mozilla/5.0 (Linux; Android 10; vivo 1933"
"2020-10-01","155",12,32,1164,"video","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6010"
"2020-10-01","131",11,20,10046,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; Redmi Note 5 Pro Build/OPM1.171019.011"
"2020-10-01","13",14,44,11938,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-A515F"
"2020-10-01","35",10,54,4245,"video","AN","Mozilla/5.0 (Linux; Android 6.0.1; CPH1701"
"2020-10-01","10",3,15,8370,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-A515F"
"2020-10-01","207",1,10,2945,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X"
"2020-10-01","26",8,38,9712,"video","AN","Mozilla/5.0 (Linux; Android 9; SM-A305F"
"2020-10-01","203",17,53,12542,"video","AN","Mozilla/5.0 (Linux; Android 9; moto x4"
"2020-10-01","145",21,94,25727,"video","AN","Mozilla/5.0 (Linux; U; Android 9; en-in; Redmi 6 Pro Build/PKQ1.180917.001"
"2020-10-01","02",3,4,1709,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-M307F"
"2020-10-01","98",15,62,13660,"video","AN","Mozilla/5.0 (Linux; Android 9; vivo 1901"
"2020-10-01","173",6,26,21819,"video","AN","Mozilla/5.0 (Linux; Android 9; SM-G965F"
"2020-10-01","148",6,16,2335,"video","AN","Mozilla/5.0 (Linux; Android 9; Redmi 8"
"2020-10-01","118",7,26,2845,"video","AN","Mozilla/5.0 (Linux; Android 9; SM-A507FN"
"2020-10-01","38",9,36,9270,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X"
"2020-10-01","24",10,31,34566,"video","AN","Mozilla/5.0 (Linux; Android 9; SM-J701F"
"2020-10-01","214",3,9,5171,"video","AN","Mozilla/5.0 (Linux; Android 10; Nokia 7 plus"
"2020-10-01","128",3,4,17,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X"
"2020-10-01","188",1,2,4,"video","AN","Mozilla/5.0 (Linux; Android 7.1.2; Micromax_HS3"
"2020-10-01","18",14,47,5203,"video","AN","Mozilla/5.0 (Linux; Android 9; SM-A207F"
"2020-10-01","74",1,8,285,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-M315F"
"2020-10-01","17",8,17,5711,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X"
"2020-10-01","202",2,7,1691,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-M307F"
"2020-10-01","169",1,2,7112,"video","AN","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4"
"2020-10-01","28",23,241,12022,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1816"
"2020-10-01","174",4,18,2621,"video","AN","Mozilla/5.0 (Linux; Android 10; RMX1971"
"2020-10-01","33",10,52,10637,"video","AN","Mozilla/5.0 (Linux; Android 10; RMX1992"
"2020-10-01","04",11,44,6048,"video","AN","Mozilla/5.0 (Linux; Android 9; vivo 1906 Build/PKQ1.190616.001; wv"
"2020-10-01","178",7,19,3144,"video","AN","Mozilla/5.0 (Linux; Android 9; vivo 1915"
"2020-10-01","119",4,11,5437,"video","AN","Mozilla/5.0 (Linux; Android 10; HD1901"
"2020-10-01","210",11,31,6449,"video","AN","Mozilla/5.0 (Linux; Android 10; Redmi K20 Pro"
"2020-10-01","113",3,21,5229,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-01","216",25,79,33182,"video","AN","Mozilla/5.0 (Linux; Android 9; SM-T385"
"2020-10-01","176",9,38,16512,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-M317F"
"2020-10-01","146",3,9,732,"video","AN","Mozilla/5.0 (Linux; Android 9"
"2020-10-01","171",4,13,8166,"video","AN","Mozilla/5.0 (Linux; U; Android 10; en-gb; CPH1969 Build/QP1A.190711.020"
"2020-10-01","160",10,35,7365,"video","AN","Mozilla/5.0 (Linux; Android 9; LLD-AL20"
"2020-10-01","201",5,16,674,"video","AN","Mozilla/5.0 (Linux; Android 10; Redmi K20 Pro"
"2020-10-01","164",10,85,1661,"video","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000"
"2020-10-01","110",12,30,4149,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-M305F"
"2020-10-01","126",4,16,1233,"video","AN","Mozilla/5.0 (Linux; Android 7.0; Redmi Note 4"
"2020-10-01","22",1,6,20,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-G973F"
"2020-10-01","12",5,21,1637,"video","AN","Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G960F"
"2020-10-01","06",2,11,2676,"video","AN","Mozilla/5.0 (Windows NT 10.0; Win64; x64"
"2020-10-01","100",9,33,3542,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-A507FN"
"2020-10-01","213",1,1,2042,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X"
"2020-10-01","157",13,35,7458,"video","AN","Mozilla/5.0 (Linux; Android 9; COR-AL00"
"2020-10-01","206",9,27,760,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-A705GM"
"2020-10-01","185",4,15,4784,"video","AN","Mozilla/5.0 (Linux; Android 5.1.1; A37f Build/LMY47V"
"2020-10-01","147",15,34,6220,"video","AN","Mozilla/5.0 (Linux; Android 9; CPH1931"
"2020-10-01","144",12,29,16147,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X"
"2020-10-01","167",14,47,11554,"video","AN","Mozilla/5.0 (Linux; Android 10; RMX2001"
"2020-10-01","05",8,14,1710,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X"
"2020-10-01","112",1,1,1418,"video","AN","Mozilla/5.0 (Linux; Android 10; AC2001"
"2020-10-01","181",10,27,11267,"video","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6010"
"2020-10-02","26",18,37,10562,"video","AN","Mozilla/5.0 (Linux; Android 9; SM-A505F"
"2020-10-02","143",2,5,753,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X"
"2020-10-02","07",20,60,9066,"video","AN","Mozilla/5.0 (Linux; Android 6.0.1; Redmi Note 3"
"2020-10-02","145",19,43,4086,"video","AN","Mozilla/5.0 (Linux; Android 10; vivo 1909"
"2020-10-02","02",18,39,8965,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-02","118",7,22,6422,"video","AN","Mozilla/5.0 (Linux; Android 10; HD1901"
"2020-10-02","38",6,20,2143,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X"
"2020-10-02","214",3,10,7106,"video","AN","Mozilla/5.0 (Linux; Android 9; COR-AL00"
"2020-10-02","128",3,10,2816,"video","AN","Mozilla/5.0 (Linux; Android 9; vivo 1915"
"2020-10-02","188",2,4,519,"video","AN","Mozilla/5.0 (Linux; Android 8.0.0; SM-J810G"
"2020-10-02","75",9,22,916,"video","AN","Mozilla/5.0 (Linux; Android 9; vivo 1804"
"2020-10-02","31",25,85,22131,"video","AN","Mozilla/5.0 (Linux; Android 10; JSN-L22"
"2020-10-02","17",3,6,6996,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; CPH1909"
"2020-10-02","179",9,20,8854,"video","AN","Mozilla/5.0 (Linux; Android 9; Mi A1"
"2020-10-02","202",8,49,5913,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-A305F"
"2020-10-02","169",7,17,25156,"video","AN","Mozilla/5.0 (Linux; Android 10; JSN-L22"
"2020-10-02","59",8,36,7970,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X"
"2020-10-02","28",7,17,3950,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-02","04",20,70,10816,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; Redmi Note 5"
"2020-10-02","119",17,33,2896,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-M115F"
"2020-10-02","83",13,41,24929,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-N986B"
"2020-10-02","44",20,43,12828,"video","AN","Mozilla/5.0 (Linux; Android 9; SM-A505F"
"2020-10-02","55",15,59,15233,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1811"
"2020-10-02","177",14,65,18455,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; Redmi 6A"
"2020-10-02","210",7,27,3936,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-A505F"
"2020-10-02","113",6,15,6135,"video","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000"
"2020-10-02","216",17,48,9317,"video","AN","Mozilla/5.0 (Linux; U; Android 10; en-gb; Redmi Note 8 Pro Build/QP1A.190711.020"
"2020-10-02","171",12,32,16931,"video","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 8 Pro"
"2020-10-02","01",4,12,5613,"video","AN","Mozilla/5.0 (Linux; Android 10; RMX1921"
"2020-10-02","154",7,20,4256,"video","AN","Mozilla/5.0 (Linux; Android 9; CPH1989"
"2020-10-02","160",2,3,10,"video","AN","Mozilla/5.0 (Linux; Android 7.0; Redmi Note 4"
"2020-10-02","95",10,32,4269,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; SM-G610F"
"2020-10-02","175",9,40,7404,"video","AN","Mozilla/5.0 (Linux; Android 10; Mi A3"
"2020-10-02","117",4,12,7026,"video","AN","Mozilla/5.0 (Linux; Android 10; JSN-L22"
"2020-10-02","37",10,27,4681,"video","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 8 Pro"
"2020-10-02","201",7,28,4384,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X"
"2020-10-02","150",8,12,8022,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-02","164",7,33,15973,"video","AN","Mozilla/5.0 (Linux; Android 10; POCO X2"
"2020-10-02","110",3,3,16,"video","AN","Mozilla/5.0 (Linux; Android 7.1.1; SM-J510FN"
"2020-10-02","159",8,17,10648,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X"
"2020-10-02","116",4,12,413,"video","AN","Mozilla/5.0 (Linux; Android 9; SM-N950F"
"2020-10-02","22",5,11,3533,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-A315F"
"2020-10-02","09",8,13,4067,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-A315F"
"2020-10-02","152",4,4,9619,"video","AN","Mozilla/5.0 (Linux; Android 10; RMX1825"
"2020-10-02","27",7,23,1298,"video","AN","Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-M315F"
"2020-10-02","165",2,7,1471,"video","AN","Mozilla/5.0 (Linux; Android 10; RMX1801"
"2020-10-02","06",6,10,1745,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-02","102",7,12,5317,"video","AN","Mozilla/5.0 (Linux; Android 8.0.0; SM-C900F"
"2020-10-02","213",2,3,1406,"video","AN","Mozilla/5.0 (Linux; Android 10; LIO-N29; HMSCore 5.0.2.301"
"2020-10-02","97",8,20,14863,"video","AN","Mozilla/5.0 (Linux; Android 9; Redmi 7"
"2020-10-02","157",10,35,6012,"video","AN","Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-A507FN"
"2020-10-02","185",3,8,3708,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-02","147",1,6,429,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; Redmi 5"
"2020-10-02","162",2,6,7274,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X"
"2020-10-02","144",3,9,54,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-02","39",6,21,17982,"video","AN","Mozilla/5.0 (Linux; Android 10; vivo 1920"
"2020-10-02","167",5,24,4068,"video","AN","Mozilla/5.0 (Linux; Android 10; vivo 1935"
"2020-10-02","130",8,42,5954,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X"
"2020-10-02","181",7,19,19454,"video","AN","Mozilla/5.0 (Linux; Android 7.0; Redmi Note 4"
"2020-10-02","209",5,16,2914,"video","AN","Mozilla/5.0 (Linux; Android 10; CPH1933"
"2020-10-02","163",1,1,0,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-A707F"
"2020-10-02","172",11,50,9535,"video","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6000"
"2020-10-02","151",5,19,3687,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-M305F"
"2020-10-02","111",9,13,2456,"video","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6010"
"2020-10-02","120",14,70,4299,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; CPH1903"
"2020-10-02","155",5,15,41,"video","AN","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6"
"2020-10-02","96",5,18,712,"video","AN","Mozilla/5.0 (Linux; Android 9; Redmi 7"
"2020-10-02","13",8,24,8368,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X"
"2020-10-02","208",4,11,1325,"video","AN","Mozilla/5.0 (Linux; Android 9; Redmi 8"
"2020-10-02","10",37,144,22732,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; CPH1909"
"2020-10-03","75",16,63,9683,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-03","31",7,24,6876,"video","AN","Mozilla/5.0 (Linux; Android 9; Mi A1"
"2020-10-03","203",11,28,12370,"video","AN","Mozilla/5.0 (Linux; Android 9; SM-A750F"
"2020-10-03","17",3,19,3625,"video","AN","Mozilla/5.0 (Linux; Android 10; Nokia 8.1"
"2020-10-03","202",11,27,19055,"video","AN","Mozilla/5.0 (Linux; Android 10; vivo 1909"
"2020-10-03","169",5,18,574,"video","AN","Mozilla/5.0 (Linux; Android 9; Mi A1"
"2020-10-03","98",16,64,9082,"video","AN","Mozilla/5.0 (Linux; Android 10; CPH1931"
"2020-10-03","28",1,1,1248,"video","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 5 Pro"
"2020-10-03","173",10,37,7985,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; SM-G615F"
"2020-10-03","148",13,51,23400,"video","AN","Mozilla/5.0 (Linux; Android 9; SM-G955F"
"2020-10-03","205",4,12,11158,"video","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 7"
"2020-10-03","04",7,19,19814,"video","AN","Mozilla/5.0 (Linux; Android 10; Redmi Note 7S"
"2020-10-03","119",12,38,10058,"video","AN","Mozilla/5.0 (Linux; Android 10; Redmi Note 7 Pro"
"2020-10-03","18",8,16,10230,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-A505F"
"2020-10-03","210",8,16,11946,"video","AN","Mozilla/5.0 (Linux; Android 10; motorola one"
"2020-10-03","113",6,13,5074,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1716"
"2020-10-03","121",5,18,8491,"video","AN","Mozilla/5.0 (Linux; Android 9; Redmi 6 Pro"
"2020-10-03","171",10,40,13859,"video","AN","Mozilla/5.0 (Linux; Android 8.0.0; ONEPLUS A3003"
"2020-10-03","174",11,28,16072,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X"
"2020-10-03","33",8,45,32065,"video","AN","Mozilla/5.0 (Linux; Android 10; RMX1925"
"2020-10-03","43",12,59,15813,"video","AN","Mozilla/5.0 (Linux; Android 9; SM-J730GM"
"2020-10-03","160",13,46,8056,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-A750F"
"2020-10-03","175",9,26,7991,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; CPH1803"
"2020-10-03","117",13,42,20441,"video","AN","Mozilla/5.0 (Linux; Android 9; vivo 1727"
"2020-10-03","11",17,85,9254,"video","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 8 Pro"
"2020-10-03","37",6,21,7190,"video","AN","Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-M315F"
"2020-10-03","178",12,53,15040,"video","AN","Mozilla/5.0 (Linux; Android 9; Redmi 8A Dual"
"2020-10-03","212",8,13,8679,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-A920F"
"2020-10-03","176",1,1,6,"video","AN","Mozilla/5.0 (Linux; Android 9; SM-A507FN"
"2020-10-03","150",8,30,16178,"video","AN","Mozilla/5.0 (Linux; Android 9; SM-J600G"
"2020-10-03","110",3,3,293,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-A507FN"
"2020-10-03","159",1,1,5,"video","AN","Mozilla/5.0 (Linux; Android 10; RMX1825"
"2020-10-03","146",11,15,14782,"video","AN","Mozilla/5.0 (Linux; Android 9; Infinix X626"
"2020-10-03","114",4,47,1860,"video","AN","Mozilla/5.0 (Linux; Android 10; HD1901"
"2020-10-03","22",7,27,11465,"video","AN","Mozilla/5.0 (Linux; Android 10; GM1901"
"2020-10-03","09",7,23,8587,"video","AN","Mozilla/5.0 (Linux; Android 9; SM-A805F"
"2020-10-03","152",6,31,5469,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; Redmi Note 5 Pro"
"2020-10-03","89",21,81,11153,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-03","27",10,18,655,"video","AN","Mozilla/5.0 (Linux; Android 10; RMX1851"
"2020-10-03","165",14,48,15542,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 11_3 like Mac OS X"
"2020-10-03","06",2,3,9347,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_5 like Mac OS X"
"2020-10-03","157",2,3,201,"video","AN","Mozilla/5.0 (Linux; Android 10; RMX1851"
"2020-10-03","185",12,32,6865,"video","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 8"
"2020-10-03","147",2,3,384,"video","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6010"
"2020-10-03","12",8,35,7229,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-G973F"
"2020-10-03","39",25,97,28335,"video","AN","Mozilla/5.0 (Linux; Android 7.1.1; CPH1727"
"2020-10-03","206",20,57,15457,"video","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 7"
"2020-10-03","23",7,15,2365,"video","AN","Mozilla/5.0 (Linux; Android 10; Redmi K20 Pro"
"2020-10-03","209",21,46,12374,"video","AN","Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-A920F"
"2020-10-03","103",13,38,11224,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; SM-G615F"
"2020-10-03","163",7,15,4067,"video","AN","Mozilla/5.0 (Linux; Android 9; ASUS_X00TD"
"2020-10-03","172",7,47,9339,"video","AN","Mozilla/5.0 (Linux; Android 8.0.0; SM-C900F"
"2020-10-03","151",5,13,198,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-J600G"
"2020-10-03","111",2,13,864,"video","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6010"
"2020-10-03","120",4,10,1111,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-G965F"
"2020-10-03","05",5,14,2710,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X"
"2020-10-03","96",17,50,17725,"video","AN","Mozilla/5.0 (Linux; Android 9; CPH1937"
"2020-10-03","166",35,119,43678,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X"
"2020-10-03","10",29,78,28469,"video","AN","Mozilla/5.0 (Linux; Android 9; vivo 1804"
"2020-10-03","149",5,10,4355,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-A515F"
"2020-10-03","26",2,12,986,"video","AN","Mozilla/5.0 (Linux; Android 10; RMX1992"
"2020-10-03","204",44,174,51528,"video","AN","Mozilla/5.0 (Linux; Android 9; vivo 1904 Build/PPR1.180610.011; wv"
"2020-10-03","07",4,5,9406,"video","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6010"
"2020-10-03","21",20,65,15310,"video","AN","Mozilla/5.0 (Linux; Android 10; vivo 1909"
"2020-10-03","145",1,5,425,"video","AN","Mozilla/5.0 (Linux; Android 9; Redmi 6"
"2020-10-03","02",2,8,7869,"video","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6010"
"2020-10-03","211",1,3,18,"video","AN","Mozilla/5.0 (Linux; Android 9; Unspecified Device"
"2020-10-03","158",14,55,12416,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; Moto G "
"2020-10-03","36",20,108,28424,"video","AN","Mozilla/5.0 (Linux; Android 6.0.1; SM-J700F"
"2020-10-03","118",1,1,0,"video","AN","Mozilla/5.0 (Linux; Android 9; Redmi Note 8"
"2020-10-03","129",4,17,3984,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-A515F"
"2020-10-03","38",4,16,4001,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-03","183",11,116,8388,"video","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6010"
"2020-10-03","188",10,32,30027,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X"
"2020-10-04","113",9,30,2970,"video","AN","Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-M315F"
"2020-10-04","207",10,43,15260,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; Z81 Build/O11019"
"2020-10-04","210",7,45,7593,"video","AN","Mozilla/5.0 (Linux; Android 10; Redmi 8A Dual"
"2020-10-04","179",2,8,617,"video","AN","Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-A705GM"
"2020-10-04","59",19,51,32062,"video","AN","Mozilla/5.0 (iPad; CPU OS 13_7 like Mac OS X"
"2020-10-04","171",8,30,2427,"video","AN","Mozilla/5.0 (Linux; U; Android 6.0.1; en-gb; Redmi Note 3 Build/MMB29M"
"2020-10-04","174",7,40,9161,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X"
"2020-10-04","160",4,8,2041,"video","AN","Mozilla/5.0 (Linux; Android 10; Mi A2"
"2020-10-04","175",11,41,4173,"video","AN","Mozilla/5.0 (Linux; Android 9; CPH1931"
"2020-10-04","11",3,3,155,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; CPH1909"
"2020-10-04","83",15,31,14195,"video","AN","Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-A315F"
"2020-10-04","44",29,107,71051,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-M315F"
"2020-10-04","177",5,14,12854,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-M215F"
"2020-10-04","150",5,23,3906,"video","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6010"
"2020-10-04","110",6,18,10257,"video","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6010"
"2020-10-04","146",10,37,44019,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X"
"2020-10-04","114",9,31,13123,"video","AN","Mozilla/5.0 (Linux; Android 10; GM1901"
"2020-10-04","95",4,25,7109,"video","AN","Mozilla/5.0 (Linux; Android 9; vivo 1901"
"2020-10-04","201",22,34,15536,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-N975F"
"2020-10-04","94",1,1,997,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X"
"2020-10-04","185",10,48,20931,"video","AN","Mozilla/5.0 (Linux; Android 9; LLD-AL10"
"2020-10-04","16",13,49,3486,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-G965F"
"2020-10-04","153",1,1,5685,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X"
"2020-10-04","164",8,17,6755,"video","AN","Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-M215F"
"2020-10-04","29",23,71,38662,"video","AN","Mozilla/5.0 (Linux; Android 9; CPH1859"
"2020-10-04","12",3,7,10757,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X"
"2020-10-04","23",18,48,19029,"video","AN","Mozilla/5.0 (Linux; Android 9; Redmi 6A"
"2020-10-04","102",18,55,18118,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-A307FN"
"2020-10-04","97",7,24,7057,"video","AN","Mozilla/5.0 (Linux; Android 9; vivo 1723"
"2020-10-04","206",1,3,332,"video","AN","Mozilla/5.0 (Linux; Android 10; vivo 1919"
"2020-10-04","162",1,1,0,"video","AN","Mozilla/5.0 (Linux; Android 10; ONEPLUS A6010"
"2020-10-04","142",15,45,36638,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-04","144",4,27,3398,"video","AN","Mozilla/5.0 (Linux; Android 9; vivo 1804"
"2020-10-04","161",18,64,33433,"video","AN","Mozilla/5.0 (Linux; Android 7.0; Redmi Note 4"
"2020-10-04","167",7,20,13971,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-A605G"
"2020-10-04","181",13,71,6895,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-M515F"
"2020-10-04","156",15,68,12266,"video","AN","Mozilla/5.0 (Linux; Android 8.1.0; LAVA LE9820"
"2020-10-04","10",19,59,10034,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-M307F"
"2020-10-04","149",14,35,19145,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-M307F"
"2020-10-04","115",7,20,11268,"video","AN","Mozilla/5.0 (Linux; Android 10; Redmi Note 7 Pro"
"2020-10-04","204",12,31,19522,"video","AN","Mozilla/5.0 (Linux; Android 9; vivo 1907"
"2020-10-04","21",5,14,846,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0_1 like Mac OS X"
"2020-10-04","02",2,3,85,"video","AN","Mozilla/5.0 (Linux; Android 10; Redmi Note 7S"
"2020-10-04","36",11,30,13786,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-N770F"
"2020-10-04","118",11,30,8473,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-M307F"
"2020-10-04","129",8,25,7513,"video","AN","Mozilla/5.0 (Linux; Android 9; SM-M105F"
"2020-10-04","183",8,61,3611,"video","AN","Mozilla/5.0 (Linux; Android 10; SM-P615"
"2020-10-04","03",30,90,30448,"video","AN","Mozilla/5.0 (Linux; Android 9; JKM-LX1"
"2020-10-04","75",18,60,31426,"video","AN","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X"
