"reg_id","source","destination","mac","vehicle_no","session_id","device_id","title","genre","type","view_model","view_duration","model","view_android_id","interface","version","view_datetime","sync_date","user_agent"
"ee21dbfd912f97d07ba41bd8644b80670b488992bfbd5c83e7ddfa33c82afdaf","source","destination","bc:41:01:81:2a:29","96","a15248c27963f83b_1600152593099","a15248c27963f83b","Basketball Pro",,"zip","",52,"XIAOMIREDMINOTE5PRO",,"AN","0.2","2020-09-15 12:21:07.417","2020-09-15","Mozilla/5.0 (Linux; Android 7.1.2; Micromax_HS3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.81 Mobile Safari/537.36"
"5f4a5c62c02cfd7a42a105ce5a7bb014c5574c70b59f733c2709b97953858d49","source","destination","bc:41:01:5d:96:39","159","d3e1eb4c5bcfeb72_1600152607126","d3e1eb4c5bcfeb72","The Crossy Road",,"zip","",22,"MICROMAX_HS3",,"AN","0.2","2020-09-15 12:20:59.165","2020-09-15","Mozilla/5.0 (Linux; Android 7.1.2; Micromax_HS3 Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
"a32443a93077fd8c43721d6a9db85e742d779ac1fc3eb5467bf5e558c729caec","source","destination","bc:41:01:5d:96:39","173","5fb6e7e36830545a_1600151855200","5fb6e7e36830545a","The Crossy Road",,"zip","",82,"MICROMAX_HS3",,"AN","0.2","2020-09-15 12:14:45.055","2020-09-15","Mozilla/5.0 (Linux; Android 7.1.2; Micromax_HS3 Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
"d9787eac1d8128aa0d0a36a03d666d93d011d33fd5fbafcade6fb31cc98a3027","source","destination","bc:41:01:81:2a:29","95","1ad5d22b973a6631_1600150966360","1ad5d22b973a6631","The Crossy Road",,"zip","",311,"XIAOMIREDMINOTE5PRO",,"AN","0.2","2020-09-15 12:01:57.102","2020-09-15","Mozilla/5.0 (Linux; Android 7.1.2; Micromax_HS3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.81 Mobile Safari/537.36"
"cd5198ab7d3ce031b58aee3e1a09757796b0bd11ea53abdf6e79d5128bbab425","source","destination","bc:41:01:5d:96:39","161","5b8277a6bc3b8a4e_1600150910609","5b8277a6bc3b8a4e","The Crossy Road",,"zip","",46,"MICROMAX_HS3",,"AN","0.2","2020-09-15 11:54:09.397","2020-09-15","Mozilla/5.0 (Linux; Android 7.1.2; Micromax_HS3 Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
"cd5198ab7d3ce031b58aee3e1a09757796b0bd11ea53abdf6e79d5128bbab425","source","destination","bc:41:01:5d:96:39","161","5b8277a6bc3b8a4e_1600150910609","5b8277a6bc3b8a4e","Jump",,"zip","",234,"MICROMAX_HS3",,"AN","0.2","2020-09-15 11:52:47.468","2020-09-15","Mozilla/5.0 (Linux; Android 7.1.2; Micromax_HS3 Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
"46222bffe6951582b321c0058ebe55f8a69018a2bf4fee176aa4ea56cb69f23f","source","destination","34:e9:11:c5:f6:07","211","e62c657fd2b2e58c_1600149269912","e62c657fd2b2e58c","Road Rash",,"zip","",20,"XIAOMIREDMINOTE5PRO",,"AN","0.2","2020-09-15 11:45:09.406","2020-09-15","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1718) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.96 Mobile Safari/537.36"
"46222bffe6951582b321c0058ebe55f8a69018a2bf4fee176aa4ea56cb69f23f","source","destination","34:e9:11:c5:f6:07","211","e62c657fd2b2e58c_1600149269912","e62c657fd2b2e58c","Car Racing Pro",,"zip","",146,"XIAOMIREDMINOTE5PRO",,"AN","0.2","2020-09-15 11:44:42.549","2020-09-15","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1718) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.96 Mobile Safari/537.36"
"89f4cc7d918491bf4a95d6398c30c8412fd4c5c4a702d299c98c4b7a1ab78046","source","destination","bc:41:01:5d:96:39","175","bf719934255996cf_1600150273450","bf719934255996cf","The Crossy Road",,"zip","",36,"MICROMAX_HS3",,"AN","0.2","2020-09-15 11:43:44.458","2020-09-15","Mozilla/5.0 (Linux; Android 7.1.2; Micromax_HS3 Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
"81733e688c57b2cab9d98c9188a8bad5947c08915fbb45041e7b923c3746e252","source","destination","34:e9:11:c5:f6:07","94","eb55c8835cce12b1_1600150069131","eb55c8835cce12b1","Road Rash",,"zip","",23,"XIAOMIREDMINOTE5PRO",,"AN","0.2","2020-09-15 11:39:56.495","2020-09-15","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1718) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.96 Mobile Safari/537.36"
"81733e688c57b2cab9d98c9188a8bad5947c08915fbb45041e7b923c3746e252","source","destination","34:e9:11:c5:f6:07","94","eb55c8835cce12b1_1600150069131","eb55c8835cce12b1","Quick Gun",,"zip","",37,"XIAOMIREDMINOTE5PRO",,"AN","0.2","2020-09-15 11:39:27.393","2020-09-15","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1718) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.96 Mobile Safari/537.36"
"81733e688c57b2cab9d98c9188a8bad5947c08915fbb45041e7b923c3746e252","source","destination","34:e9:11:c5:f6:07","94","eb55c8835cce12b1_1600150069131","eb55c8835cce12b1","Basketball Pro",,"zip","",20,"XIAOMIREDMINOTE5PRO",,"AN","0.2","2020-09-15 11:38:45.396","2020-09-15","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1718) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.96 Mobile Safari/537.36"
"ac1488c975283c2f7e3e7b9529345361b85b06f21d2a07fd51df4abf818dc2cd","source","destination","bc:41:01:5d:96:39","158","9a5b7b7608b7994b_1600148922187","9a5b7b7608b7994b","The Millionaire Frog",,"zip","",23,"MICROMAX_HS3",,"AN","0.2","2020-09-15 11:19:46.519","2020-09-15","Mozilla/5.0 (Linux; Android 7.1.2; Micromax_HS3 Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
"ac1488c975283c2f7e3e7b9529345361b85b06f21d2a07fd51df4abf818dc2cd","source","destination","bc:41:01:5d:96:39","158","9a5b7b7608b7994b_1600148922187","9a5b7b7608b7994b","The Crossy Road",,"zip","",18,"MICROMAX_HS3",,"AN","0.2","2020-09-15 11:19:18.248","2020-09-15","Mozilla/5.0 (Linux; Android 7.1.2; Micromax_HS3 Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
"ac1488c975283c2f7e3e7b9529345361b85b06f21d2a07fd51df4abf818dc2cd","source","destination","bc:41:01:5d:96:39","158","9a5b7b7608b7994b_1600148922187","9a5b7b7608b7994b","The Crossy Road",,"zip","",401,"MICROMAX_HS3",,"AN","0.2","2020-09-15 11:18:51.066","2020-09-15","Mozilla/5.0 (Linux; Android 7.1.2; Micromax_HS3 Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
"11505c5e7c4189b3410d35d7c7386c8b3eef21ce105bff070c0c00d0cfa46c0b","source","destination","34:e9:11:c5:f6:07","210","3ea5859cb2cb30e_1600148466347","3ea5859cb2cb30e","Golden Goal",,"zip","",93,"XIAOMIREDMINOTE5PRO",,"AN","0.2","2020-09-15 11:17:26.199","2020-09-15","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1718) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.96 Mobile Safari/537.36"
"11505c5e7c4189b3410d35d7c7386c8b3eef21ce105bff070c0c00d0cfa46c0b","source","destination","34:e9:11:c5:f6:07","210","3ea5859cb2cb30e_1600148466347","3ea5859cb2cb30e","Road Rash",,"zip","",1,"XIAOMIREDMINOTE5PRO",,"AN","0.2","2020-09-15 11:15:47.324","2020-09-15","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1718) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.96 Mobile Safari/537.36"
"11505c5e7c4189b3410d35d7c7386c8b3eef21ce105bff070c0c00d0cfa46c0b","source","destination","34:e9:11:c5:f6:07","210","3ea5859cb2cb30e_1600148466347","3ea5859cb2cb30e","Road Rash",,"zip","",20,"XIAOMIREDMINOTE5PRO",,"AN","0.2","2020-09-15 11:15:26.810","2020-09-15","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1718) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.96 Mobile Safari/537.36"
"11505c5e7c4189b3410d35d7c7386c8b3eef21ce105bff070c0c00d0cfa46c0b","source","destination","34:e9:11:c5:f6:07","210","3ea5859cb2cb30e_1600148466347","3ea5859cb2cb30e","Bomb the Boxes",,"zip","",34,"XIAOMIREDMINOTE5PRO",,"AN","0.2","2020-09-15 11:14:17.354","2020-09-15","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1718) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.96 Mobile Safari/537.36"
"e611ada0859bcd187acc1d85c547f608a30d47637b9e52f05bc64534572e189a","source","destination","34:e9:11:c5:f6:07","160","3d27434078830c03_1600147527319","3d27434078830c03","Road Rash",,"zip","",21,"MICROMAX_HS3",,"AN","0.2","2020-09-15 11:02:29.267","2020-09-15","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1718) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.96 Mobile Safari/537.36"
"ac1488c975283c2f7e3e7b9529345361b85b06f21d2a07fd51df4abf818dc2cd","source","destination","bc:41:01:5d:96:39","158","9a5b7b7608b7994b_1600147458426","9a5b7b7608b7994b","Jump",,"zip","",458,"MICROMAX_HS3",,"AN","0.2","2020-09-15 10:55:47.619","2020-09-15","Mozilla/5.0 (Linux; Android 7.1.2; Micromax_HS3 Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
"950f15e491722fd3849b54b0e49af32a45ee5c4bf0b20034e6ef7380dcdcd9b5","source","destination","bc:41:01:5d:96:39","172","ac5cb0ff75195006_1600146619760","ac5cb0ff75195006","The Crossy Road",,"zip","",18,"MICROMAX_HS3",,"AN","0.2","2020-09-15 10:41:45.685","2020-09-15","Mozilla/5.0 (Linux; Android 7.1.2; Micromax_HS3 Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
"202fc4108129c4738dd780906baedf7cd6147fee8a3b9ce69492bd1d2d50d2fb","source","destination","bc:41:01:5d:96:39","174","a9714831a5940bf1_1600146267907","a9714831a5940bf1","The Crossy Road",,"zip","",14,"MICROMAX_HS3",,"AN","0.2","2020-09-15 10:35:23.279","2020-09-15","Mozilla/5.0 (Linux; Android 7.1.2; Micromax_HS3 Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
"33c7d20bb4e36d3e266850bc2e5cc0016d46af3573646b68b05b83dd78db4349","source","destination","bc:41:01:5d:96:39","31","ee499b1f0afff81a_1600145535589","ee499b1f0afff81a","The Crossy Road",,"zip","",37,"XIAOMIREDMINOTE5PRO",,"AN","0.2","2020-09-15 10:26:19.006","2020-09-15","Mozilla/5.0 (Linux; Android 7.1.2; Micromax_HS3 Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
"33c7d20bb4e36d3e266850bc2e5cc0016d46af3573646b68b05b83dd78db4349","source","destination","bc:41:01:5d:96:39","31","ee499b1f0afff81a_1600145535589","ee499b1f0afff81a","The Crossy Road",,"zip","",36,"XIAOMIREDMINOTE5PRO",,"AN","0.2","2020-09-15 10:26:17.561","2020-09-15","Mozilla/5.0 (Linux; Android 7.1.2; Micromax_HS3 Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
"33c7d20bb4e36d3e266850bc2e5cc0016d46af3573646b68b05b83dd78db4349","source","destination","bc:41:01:5d:96:39","31","ee499b1f0afff81a_1600145535589","ee499b1f0afff81a","The Crossy Road",,"zip","",35,"XIAOMIREDMINOTE5PRO",,"AN","0.2","2020-09-15 10:26:16.633","2020-09-15","Mozilla/5.0 (Linux; Android 7.1.2; Micromax_HS3 Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
"bde63078a50461a0c6aee5721da3119d0044388260b6978af8aeb3c8d216d10a","source","destination","34:e9:11:c5:f6:07","186","6a63d68a12f38fb8_1600145207710","6a63d68a12f38fb8","Road Rash",,"zip","",138,"MICROMAX_HS3",,"AN","0.2","2020-09-15 10:20:15.453","2020-09-15","Mozilla/5.0 (Linux; Android 8.1.0; vivo 1718) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.96 Mobile Safari/537.36"
"56c0baf6d5ebbd36befcff9f1f8d222b431a2f619f7ff2a52bdec5952b71a5ac","source","destination","bc:41:01:5d:96:39","32","16fa92d30cc71229_1600145175474","16fa92d30cc71229","The Crossy Road",,"zip","",37,"XIAOMIREDMINOTE5PRO",,"AN","0.2","2020-09-15 10:17:32.142","2020-09-15","Mozilla/5.0 (Linux; Android 7.1.2; Micromax_HS3 Build/N2G47H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/59.0.3071.125 Mobile Safari/537.36"
"80476c7910dec9a5d84ccf14a2cd04a7ed4a0f96c289ab7fda6dddbe46d06a62","source","destination","b4:cd:27:8a:39:24","17","42ca32afd8c1c554_1600134410226","42ca32afd8c1c554","Rock Climb",,"zip","",129,"XIAOMIREDMINOTE5PRO",,"AN","0.2","2020-09-15 08:23:24.907","2020-09-15","Mozilla/5.0 (Linux; Android 9; LLD-AL20) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.125 Mobile Safari/537.36"
